text,username,code,like_count,url,is_root,chain_id,reply_depth,chain_id_global,reply_count,repost_count,gambar_urls,url_asal_scrape,teks_root,sentimen,kategori_alasan
"Lu pada yang udah pada selesai pelatihan kopdes gajelas itu gausah pada caper, lu tuh beban APBN.",yofafifu,DbfLeK2k1Gn,8887,https://www.threads.com/@yofafifu/post/DbfLeK2k1Gn,True,0,0,DbfLeK2k1Gn::0,227,614.0,,https://www.threads.com/@yofafifu/post/DbfLeK2k1Gn,"Lu pada yang udah pada selesai pelatihan kopdes gajelas itu gausah pada caper, lu tuh beban APBN.",,
"Baru liat berita di Kompas: Gaji pegawai kopdes merahputih di bayar dari APBN..
Edanlah bisnis jual barang tapi pegawainya dibayar negara, harusnya dibayar pake keuntungan dan modal bisnis lah. Blogggggg",kang_igoyyy,DbZhedFE3J7,5314,https://www.threads.com/@kang_igoyyy/post/DbZhedFE3J7,True,0,0,DbZhedFE3J7::0,124,287.0,,https://www.threads.com/@kang_igoyyy/post/DbZhedFE3J7,"Baru liat berita di Kompas: Gaji pegawai kopdes merahputih di bayar dari APBN..
Edanlah bisnis jual barang tapi pegawainya dibayar negara, harusnya dibayar pake keuntungan dan modal bisnis lah. Blogggggg",,
"JAKARTA, KOMPAS.com - Ketua MPR RI Ahmad Muzani menyebutkan bahwa program KDKMP yang digagas Presiden terinspirasi oleh pemikiran dan gagasan Wakil Presiden pertama RI Mohammad Hatta atau Bung Hatta.
""Saya kira iya, betul. Artinya Pak Prabowo banyak menggeluti dari pemikiran Bung Hatta dan buku-buku Bung Hatta mendalami tentang hal itu,"" ujar Muzani. 
#jagaindonesia #kamibersamapresiden #WarisanBungHatta #EkonomiKerakyatan #KopdesMerahPutih",infopublik_terkini,Db0B1kjmPHy,0,https://www.threads.com/@infopublik_terkini/post/Db0B1kjmPHy,True,0,0,Db0B1kjmPHy::0,0,0.0,https://instagram.fcgk6-3.fna.fbcdn.net/v/t51.71878-15/768432492_856719250706292_2295906267714916142_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=103&ig_cache_key=Mzk1OTc5ODA1MTc5NjIxODM1NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuNjQwLnNkci52aWRlb19kZWZhdWx0X2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=4KlfAeroidIQ7kNvwGj8Cc7&_nc_oc=AdpPKCHJNUJS8ZccpLzFjJwIzN0GGisSfZaXamqe1UZxCMr6dWvlVSjYBvm4hMot2KLLrb7Sqi0NT4r6QEazll2s&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgk6-3.fna&_nc_gid=s8ZvfUG2P2b56Qr4GPWd3g&_nc_ss=7a22e&oh=00_AQFkFXTMR65y-F9yxVm7Dgk7udK3F-Of-9SQJJiryMWN4A&oe=6A7E68D3,https://www.threads.com/@infopublik_terkini/post/Db0B1kjmPHy,"JAKARTA, KOMPAS.com - Ketua MPR RI Ahmad Muzani menyebutkan bahwa program KDKMP yang digagas Presiden terinspirasi oleh pemikiran dan gagasan Wakil Presiden pertama RI Mohammad Hatta atau Bung Hatta.
""Saya kira iya, betul. Artinya Pak Prabowo banyak menggeluti dari pemikiran Bung Hatta dan buku-buku Bung Hatta mendalami tentang hal itu,"" ujar Muzani. 
#jagaindonesia #kamibersamapresiden #WarisanBungHatta #EkonomiKerakyatan #KopdesMerahPutih",,
"Jangan buru-buru menghakimi lokasi Kopdes dari sebuah foto. Dengarkan dulu cerita dan keputusan warga desa.
#KopdesMerahPutih #DesaMaju",kabarkalangan,Db0SUN1lC_C,0,https://www.threads.com/@kabarkalangan/post/Db0SUN1lC_C,True,0,0,Db0SUN1lC_C::0,0,0.0,https://instagram.fcgk6-3.fna.fbcdn.net/v/t51.82787-15/768016277_18075439148404431_3805755113370957230_n.webp?_nc_cat=102&ig_cache_key=Mzk1OTg3MDUyNjQ0OTc5MDkxNA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuNTEyLnNkci5yZWd1bGFyX3Bob3RvLkMzIn0%3D&_nc_ohc=1VrL8G53OmsQ7kNvwHyHLT6&_nc_oc=AdrJVWSKk5FBQ36f2kOXYUr3yk3F0X94cKWyo4oqrysJAml2tas_evm69GPbArpai65k1Iptt4NoTVTX4_oP_OCh&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgk6-3.fna&_nc_gid=S4VOfwkRUw7UScrQQ0tftA&_nc_ss=7a22e&oh=00_AQHWxQ--G66MlKRODhLko5xELWKFavxuWV4UcNJaKR95Hg&oe=6A7E8EF1,https://www.threads.com/@kabarkalangan/post/Db0SUN1lC_C,"Jangan buru-buru menghakimi lokasi Kopdes dari sebuah foto. Dengarkan dulu cerita dan keputusan warga desa.
#KopdesMerahPutih #DesaMaju",,
"Jangan mudah terpancing! 🇮🇩

#KopdesMerahPutih #MariKitaBongkar #SaringSebelumSharing #JagaIndonesia",ibrahim_albima08,Db0L1GIgSWO,0,https://www.threads.com/@ibrahim_albima08/post/Db0L1GIgSWO,True,0,1,Db0L1GIgSWO::0,0,0.0,,https://www.threads.com/@ibrahim_albima08/post/Db0L1GIgSWO,"Jangan mudah terpancing! 🇮🇩

#KopdesMerahPutih #MariKitaBongkar #SaringSebelumSharing #JagaIndonesia",,
"Kopdes Merah Putih bukan sekadar toko biasa. Ini adalah pusat pemberdayaan ekonomi dan kebanggaan lokal untuk memajukan kesejahteraan masyarakat dari desa! 🛒🇮🇩

#KopdesMerahPutih #EkonomiDesa #Zulhas #EkonomiKerakyatan",jaktimhype.id,Db0RRO_CvfN,1,https://www.threads.com/@jaktimhype.id/post/Db0RRO_CvfN,True,0,0,Db0RRO_CvfN::0,0,0.0,https://instagram.fcgk6-3.fna.fbcdn.net/v/t51.71878-15/769182443_1703247944095822_649101796219434263_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=105&ig_cache_key=Mzk1OTg2NTkyMzQ3NzM3MDgyOQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuNjQwLnNkci52aWRlb19kZWZhdWx0X2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=pUs-TAklAfoQ7kNvwERI_Qb&_nc_oc=AdqCVLveAtKAub3-bHSs3kA-rUUvFpYwcRueV7PbHs-KwLO91x35lYT1iktRZsu041VtdNVL7De7Sa6NO8JJ8QaV&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgk6-3.fna&_nc_gid=BzESQtQ36FIEyxw6Ic2_nw&_nc_ss=7a22e&oh=00_AQHoaGQ13P9exEjUXoAI_jvE9q2tNpNMSRPAzFzdfHWl7g&oe=6A7E8C19,https://www.threads.com/@jaktimhype.id/post/Db0RRO_CvfN,"Kopdes Merah Putih bukan sekadar toko biasa. Ini adalah pusat pemberdayaan ekonomi dan kebanggaan lokal untuk memajukan kesejahteraan masyarakat dari desa! 🛒🇮🇩

#KopdesMerahPutih #EkonomiDesa #Zulhas #EkonomiKerakyatan",,
"Satu foto belum tentu menceritakan semuanya. Lihat konteksnya, dengarkan warga, baru ambil kesimpulan.
#KopdesMerahPutih #JanganMudahTerprovokasi #indonesiamaju",joglospace,Db0Stpbiv_L,4,https://www.threads.com/@joglospace/post/Db0Stpbiv_L,True,0,0,Db0Stpbiv_L::0,0,1.0,https://instagram.fcgk6-3.fna.fbcdn.net/v/t51.71878-15/771814038_1528090771853778_4594698346227329756_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=105&ig_cache_key=Mzk1OTg3MjI3NDA2NDY3MDY2Nw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuNjQwLnNkci52aWRlb19kZWZhdWx0X2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=kkzB8T8UmsUQ7kNvwHbvD9t&_nc_oc=Adp8DRy-UYns3wMGS8h8UED0lI5Ruw1DCo4bWLnR9pIRqDW_l35mTxFrxRBNsCMNvXLAR1QAK44Xp4QYNm9u6RVR&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgk6-3.fna&_nc_gid=7Evh9Vjxov-iF2dimScweQ&_nc_ss=7a22e&oh=00_AQEgLLGzg66YK4xXpqnzUJXJG8Ah-xB9shYp55ifGCkS2g&oe=6A7E6B1B,https://www.threads.com/@joglospace/post/Db0Stpbiv_L,"Satu foto belum tentu menceritakan semuanya. Lihat konteksnya, dengarkan warga, baru ambil kesimpulan.
#KopdesMerahPutih #JanganMudahTerprovokasi #indonesiamaju",,
"Dianggap Tak Lazim, ini dia Alasan Kopdes Merah Putih Dibangun di Gunung hingga Dekat TPA #jagaindonesia #KopdesMerahPutih #negarahadir #fyppppppppppppppppppppppp",warna.berita,Db0P4xZANuB,3,https://www.threads.com/@warna.berita/post/Db0P4xZANuB,True,0,0,Db0P4xZANuB::0,0,1.0,https://instagram.fcgk6-3.fna.fbcdn.net/v/t51.82787-15/768361431_18096726617266015_6489272009455827936_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=105&ig_cache_key=Mzk1OTg1OTg0NDM4NjcwODM1Mw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuOTQyLnNkci52aWRlb19kZWZhdWx0X2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=SGGqvJ2MddQQ7kNvwH76M5F&_nc_oc=AdrdtdaUzJ8Uf5CQBP6AWQO7TXaeytYvqBt9vQvlvWQNQLQFo-8oschAxb2afJdzcX0TyXnr0ITYrYPj5lAJWial&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgk6-3.fna&_nc_gid=zBUCqs2LrvFLGBznkaB9gg&_nc_ss=7a22e&oh=00_AQFfts4ssAUc32kNVg60ZVA9fIQ8SR8VbQIlsU8V6ZIWDQ&oe=6A7E6591,https://www.threads.com/@warna.berita/post/Db0P4xZANuB,"Dianggap Tak Lazim, ini dia Alasan Kopdes Merah Putih Dibangun di Gunung hingga Dekat TPA #jagaindonesia #KopdesMerahPutih #negarahadir #fyppppppppppppppppppppppp",,
"Kopdes di Jawa Timur dinobatkan sebagai kopdes dgn transaksi tertinggi secara nasional yang nilainya mencapai Rp24,02 miliar 🙌

Salah 1 kopdes yg berlokasi di desa Dapet, Gresik bisa menghasilkan omset 100 juta/ bulan ✔️",saepulohamin,DblMOtoEpYU,5904,https://www.threads.com/@saepulohamin/post/DblMOtoEpYU,True,0,0,DblMOtoEpYU::0,2761,247.0,https://instagram.fcgk6-3.fna.fbcdn.net/v/t51.71878-15/762631293_1735403281014046_6646216186952689481_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=109&ig_cache_key=Mzk1NTYyMTYzNTMzNjM0NTEwOA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuNjQwLnNkci52aWRlb19kZWZhdWx0X2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=52sqflW_GGEQ7kNvwGEZZcu&_nc_oc=AdpH2mtRuWk_tjM_gvfsIF0C97PW0DgwPVahLZrimKCSOxunceFhmfi8uSUYuBjt1QNT8n7umJWdThCVmMxjLql8&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgk6-3.fna&_nc_gid=-iInvjrrLqSddpOXMYT3Lw&_nc_ss=7a22e&oh=00_AQFM4s-ZiShPdP7KR3un17P6ct_SVGHlZL3euErXt5edXg&oe=6A7E8142,https://www.threads.com/@saepulohamin/post/DblMOtoEpYU,"Kopdes di Jawa Timur dinobatkan sebagai kopdes dgn transaksi tertinggi secara nasional yang nilainya mencapai Rp24,02 miliar 🙌

Salah 1 kopdes yg berlokasi di desa Dapet, Gresik bisa menghasilkan omset 100 juta/ bulan ✔️",,
"Kenapa ada Kopdes Merah Putih yang lokasinya terlihat tidak biasa?

Ternyata, lokasi pembangunan disesuaikan dengan kondisi masing-masing desa dan ditentukan melalui musyawarah warga.

Keterbatasan lahan membuat beberapa desa harus memilih lokasi yang tersedia dan memenuhi kebutuhan pembangunan.

💬 Menurutmu, apa yang paling penting diperhatikan saat memilih lokasi Kopdes?

#Newsantuy #BeritaIndonesia #JagaIndonesia #KopdesMerahPutih",newsantuy.id,Db0NghKkTHv,0,https://www.threads.com/@newsantuy.id/post/Db0NghKkTHv,True,0,0,Db0NghKkTHv::0,0,0.0,https://instagram.fcgk6-3.fna.fbcdn.net/v/t51.82787-15/769742064_18213708763317253_8313799781070207104_n.webp?_nc_cat=109&ig_cache_key=Mzk1OTg0OTM3MTMyODE1NDI2MA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=gFxRt0COBBEQ7kNvwGe-Zh8&_nc_oc=AdrasI4wjR99YwYqa-dpYNeXQ9clX3IItDODPxBOH1TZE2hzVx57ZFeVNfCJBY7sXkOzHW5xltoZdXybQLJAAB1C&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgk6-3.fna&_nc_gid=hvRZ1gB6_d12ixwu1yKERA&_nc_ss=7a22e&oh=00_AQFyePF5HQtbnvvqb7sPV_JqrxUSc4NH3J2MI7RiV7Og-A&oe=6A7E86D8; https://instagram.fcgk6-3.fna.fbcdn.net/v/t51.82787-15/769742064_18213708763317253_8313799781070207104_n.webp?_nc_cat=109&ig_cache_key=Mzk1OTg0OTM3MTMyODE1NDI2MA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=gFxRt0COBBEQ7kNvwGe-Zh8&_nc_oc=AdrasI4wjR99YwYqa-dpYNeXQ9clX3IItDODPxBOH1TZE2hzVx57ZFeVNfCJBY7sXkOzHW5xltoZdXybQLJAAB1C&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgk6-3.fna&_nc_gid=hvRZ1gB6_d12ixwu1yKERA&_nc_ss=7a22e&oh=00_AQFyePF5HQtbnvvqb7sPV_JqrxUSc4NH3J2MI7RiV7Og-A&oe=6A7E86D8; https://instagram.fcgk6-2.fna.fbcdn.net/v/t51.82787-15/769777519_18213708772317253_8031423919631942920_n.webp?_nc_cat=108&ig_cache_key=Mzk1OTg0OTM3MTIxMDY4OTc1Mw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=rI7PPPR52ZwQ7kNvwGQlESu&_nc_oc=AdqJCPiHXTMaP65l2S9Li8AxuwJXHtcaAeIh_EDgs9a0ZLvYTwLFHQD1FDuoSxTcxk_VC9oL7fBk7Peo0wq5Ahxk&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgk6-2.fna&_nc_gid=hvRZ1gB6_d12ixwu1yKERA&_nc_ss=7a22e&oh=00_AQFd6mcasebsmPCdD5UgD2ry9p6J9p_CWV2FCaAGiqij-w&oe=6A7E82AA; https://instagram.fcgk6-3.fna.fbcdn.net/v/t51.82787-15/769571105_18213708781317253_7422853003908514090_n.webp?_nc_cat=102&ig_cache_key=Mzk1OTg0OTM3MTMyODE4MTI5OA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=i6D53cehe3cQ7kNvwGUInu1&_nc_oc=Adqh0KTo0Rl6cYMVIE0r8Hq4V9jV4SAiKg1ylI8Vo5X5GV1ptJOnQmJpTEhdJT5WhHdAYViCjNWUXXU4SfvmYVOy&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgk6-3.fna&_nc_gid=hvRZ1gB6_d12ixwu1yKERA&_nc_ss=7a22e&oh=00_AQGLc3qIQYxItDUyc-6iCVQPEiwVuhcV1WWgNs0EvbcY5g&oe=6A7E6FBB; https://instagram.fcgk6-2.fna.fbcdn.net/v/t51.82787-15/769777962_18213708790317253_3286254985267206916_n.webp?_nc_cat=104&ig_cache_key=Mzk1OTg0OTM3MjA1Nzk1MDM0OQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=fNgbgbSwz8YQ7kNvwHclVfo&_nc_oc=Adq88vXTjBVOPQfmnPyRNgW3ylq2jnNl3j96jZtX9SVe2dNNrlQTGQ40PBe-s4vm8TXWM68osXC-bQoCcQRB7QFq&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgk6-2.fna&_nc_gid=hvRZ1gB6_d12ixwu1yKERA&_nc_ss=7a22e&oh=00_AQFaamYJzFcZgtS1-ETfTulM0n5TQIO9_YPgKh_Fr_1Q2w&oe=6A7E7F88,https://www.threads.com/@newsantuy.id/post/Db0NghKkTHv,"Kenapa ada Kopdes Merah Putih yang lokasinya terlihat tidak biasa?

Ternyata, lokasi pembangunan disesuaikan dengan kondisi masing-masing desa dan ditentukan melalui musyawarah warga.

Keterbatasan lahan membuat beberapa desa harus memilih lokasi yang tersedia dan memenuhi kebutuhan pembangunan.

💬 Menurutmu, apa yang paling penting diperhatikan saat memilih lokasi Kopdes?

#Newsantuy #BeritaIndonesia #JagaIndonesia #KopdesMerahPutih",,
"Foto bangunan Kopdes di lokasi yang tidak biasa memang mudah memancing pertanyaan. Namun, pembangunan di desa memiliki tantangan yang berbeda dengan wilayah perkotaan, terutama soal ketersediaan lahan. Yang perlu dilihat bukan hanya lokasinya, tetapi juga legalitas, proses pemilihan, kelayakan, dan manfaatnya bagi masyarakat.

#KopdesMerahPutih #PembangunanDesa #EkonomiKerakyatan #DesaMaju #IndonesiaMaju",harianmerdeka_,Db0ap5Mj4F3,0,https://www.threads.com/@harianmerdeka_/post/Db0ap5Mj4F3,True,0,0,Db0ap5Mj4F3::0,1,0.0,https://instagram.fcgk6-3.fna.fbcdn.net/v/t51.82787-15/764817548_18121144738781478_4104409369563203631_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=103&ig_cache_key=Mzk1OTkwNzIwMDQ4NzM1ODgzOQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuODI4LnNkci52aWRlb19kZWZhdWx0X2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=jcX9lduEDZEQ7kNvwFM_JDy&_nc_oc=AdrwFxbqJd5lxEAJQmJNd_7Wob4B2P1m95aZUtKPSqW4OaFiABjBElwxIZt2LBfCR6EJ1B2MO5_cddgFkbgGMXci&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgk6-3.fna&_nc_gid=PYjTC1SojIEtvGx3_ZOufA&_nc_ss=7a22e&oh=00_AQGcq5rg80fHkAY6USLadJaMxUK-5oWrpBY48EFkHPrPeg&oe=6A7E87F0,https://www.threads.com/@harianmerdeka_/post/Db0ap5Mj4F3,"Foto bangunan Kopdes di lokasi yang tidak biasa memang mudah memancing pertanyaan. Namun, pembangunan di desa memiliki tantangan yang berbeda dengan wilayah perkotaan, terutama soal ketersediaan lahan. Yang perlu dilihat bukan hanya lokasinya, tetapi juga legalitas, proses pemilihan, kelayakan, dan manfaatnya bagi masyarakat.

#KopdesMerahPutih #PembangunanDesa #EkonomiKerakyatan #DesaMaju #IndonesiaMaju",,
Koperasi merah putih,ferdy_stay_plg,Db0jJcqkh5Z,0,https://www.threads.com/@ferdy_stay_plg/post/Db0jJcqkh5Z,True,0,1,Db0jJcqkh5Z::0,1,0.0,,https://www.threads.com/@ferdy_stay_plg/post/Db0jJcqkh5Z,Koperasi merah putih,,
"Dulu gak ada mbg sama kdmp apa semua sebaik yang kamu mau???? Semua berjalan beriringan, setiap yang mengemban tugas ada tupoksi dan porsinya masing-masing masing. Semua muanya nyalahin mbg sama kopdes, jalan desa rusak nyalahin mbg sama kopdes padahal itu jalan rusak sudah belasan tahun, kelurahan nya sibuk mikirin perut keluarganya. Mbg sama kopdes belum 2tahun tapi birokrasi sudah bobrok dari puluhan tahun lalu, kiritik tuh yang tepat sasaran dan objektif coba. Jangan cuma kritik aja",drrrttt_,Db0Zj9mElli,1,https://www.threads.com/@drrrttt_/post/Db0Zj9mElli,True,0,2,Db0Zj9mElli::0,0,0.0,,https://www.threads.com/@drrrttt_/post/Db0Zj9mElli,"Dulu gak ada mbg sama kdmp apa semua sebaik yang kamu mau???? Semua berjalan beriringan, setiap yang mengemban tugas ada tupoksi dan porsinya masing-masing masing. Semua muanya nyalahin mbg sama kopdes, jalan desa rusak nyalahin mbg sama kopdes padahal itu jalan rusak sudah belasan tahun, kelurahan nya sibuk mikirin perut keluarganya. Mbg sama kopdes belum 2tahun tapi birokrasi sudah bobrok dari puluhan tahun lalu, kiritik tuh yang tepat sasaran dan objektif coba. Jangan cuma kritik aja",,
"🗿🗿🗿🗿
Busyet
Jalan tol itu rumit banget prosesnya, ngak keq jualan sembako melawan rakyat sendiri.
Pembebasan lahan, perancangan, maintenance, dan segala macam keruwetannya.
Toko merah putih mah ud cocok jualan sembako lawan kelontong kecil. Jauh banget kelola tol, bangun tokmerputnya aja ga pake PBG, ga ada SLFnya, amdalpun ngak. 🗿",konohapricedie,Db0Z9-3Eqcr,0,https://www.threads.com/@konohapricedie/post/Db0Z9-3Eqcr,True,0,1,Db0Z9-3Eqcr::0,1,0.0,,https://www.threads.com/@konohapricedie/post/Db0Z9-3Eqcr,"🗿🗿🗿🗿
Busyet
Jalan tol itu rumit banget prosesnya, ngak keq jualan sembako melawan rakyat sendiri.
Pembebasan lahan, perancangan, maintenance, dan segala macam keruwetannya.
Toko merah putih mah ud cocok jualan sembako lawan kelontong kecil. Jauh banget kelola tol, bangun tokmerputnya aja ga pake PBG, ga ada SLFnya, amdalpun ngak. 🗿",,
"Kreativitas tanpa batas di karnaval HUT RI lewat sepeda hias bertema Koperasi Desa Keliling. Lengkap sama dagangannya!

Follow @nexzine.id sekarang dan nikmati informasi menarik setiap harinya.

#nexzine #kdmp #beritaterkini #breakingnews #viral",nexzine.id,Db0kXYPgUMm,6,https://www.threads.com/@nexzine.id/post/Db0kXYPgUMm,True,0,0,Db0kXYPgUMm::0,2,0.0,https://instagram.fcgk6-3.fna.fbcdn.net/v/t51.71878-15/772148106_2227287431146395_2684114132761890536_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=Mzk1OTk0OTkwODYxNzgwNjYzMA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuNjQwLnNkci52aWRlb19kZWZhdWx0X2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=n0RUM8kuePYQ7kNvwG2vxj7&_nc_oc=AdoJlSHIt5eUZytkFSWI-zYH0Iu_HqcJIBN9KSOwblzYGEBFQP-1tmloiMPSH1MBFMXwo0MVmX6qTM0ZI7oo8b9j&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgk6-3.fna&_nc_gid=t9CzhGvTLX2AajoUQmmFBA&_nc_ss=7a22e&oh=00_AQF8d76YQbm0Km7CphaiLfxbW2wLBc_enIP-q9abFdJXng&oe=6A7E5ED8,https://www.threads.com/@nexzine.id/post/Db0kXYPgUMm,"Kreativitas tanpa batas di karnaval HUT RI lewat sepeda hias bertema Koperasi Desa Keliling. Lengkap sama dagangannya!

Follow @nexzine.id sekarang dan nikmati informasi menarik setiap harinya.

#nexzine #kdmp #beritaterkini #breakingnews #viral",,
Dana buat ngeruk pake dana apa? Dana desa aja udah dipotong untuk kdmp blm lagi nyunat dana transfer pusat ke daerah 🥲 diduga buat mbg,jozhdenfohisglory,Db0Wou5j3xq,6,https://www.threads.com/@jozhdenfohisglory/post/Db0Wou5j3xq,True,0,1,Db0Wou5j3xq::0,1,0.0,,https://www.threads.com/@jozhdenfohisglory/post/Db0Wou5j3xq,Dana buat ngeruk pake dana apa? Dana desa aja udah dipotong untuk kdmp blm lagi nyunat dana transfer pusat ke daerah 🥲 diduga buat mbg,,
"Mbg,kdmp cari duit yg gampang lo,terutama bagi korupsi,masak ngak tahu",ansanjaya2,Db0bBaCAQLS,0,https://www.threads.com/@ansanjaya2/post/Db0bBaCAQLS,True,0,1,Db0bBaCAQLS::0,0,0.0,,https://www.threads.com/@ansanjaya2/post/Db0bBaCAQLS,"Mbg,kdmp cari duit yg gampang lo,terutama bagi korupsi,masak ngak tahu",,
"Semua program Presiden, termasuk KDKMP, terus diperbaiki dan dikembangkan lewat evaluasi serta inovasi. Jangan karena ada satu-dua kasus, lalu semuanya digeneralisasi seolah bermasalah. 🇮🇩 tunggu sampai pada waktunya manfaat program ini sangat sangat luarbiasa lho bagi warga setempat. 

#kdkmp #kdmp #keperasi #prabowo  #trendinghariini",yangviral_trending,Db0fjqUEj5v,0,https://www.threads.com/@yangviral_trending/post/Db0fjqUEj5v,True,0,0,Db0fjqUEj5v::0,0,0.0,https://instagram.fcgk6-2.fna.fbcdn.net/v/t15.5256-10/769324410_989438860717480_1124383073742161753_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=108&ig_cache_key=Mzk1OTkyODc2MjQyMjkzNTE1MQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuNjQwLnNkci52aWRlb19kZWZhdWx0X2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=j5W52ZaDCEMQ7kNvwEj5gjh&_nc_oc=Adr2gn7Pywg-Os1_wHQN8XRpMKQUDpKK0H5AF2Gt1xJdGHSHTMUAXIzJNfDwYlWtNjhpLBRW1iDDtfnkhNiVH_Xr&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgk6-2.fna&_nc_gid=uwgct8i-8UE3gxU5waF_kw&_nc_ss=7a22e&oh=00_AQGBwv-_Avg5VVzCN8LB_4-yVXcg_Oy01Wo5elZAwlCMMA&oe=6A7E6DDD,https://www.threads.com/@yangviral_trending/post/Db0fjqUEj5v,"Semua program Presiden, termasuk KDKMP, terus diperbaiki dan dikembangkan lewat evaluasi serta inovasi. Jangan karena ada satu-dua kasus, lalu semuanya digeneralisasi seolah bermasalah. 🇮🇩 tunggu sampai pada waktunya manfaat program ini sangat sangat luarbiasa lho bagi warga setempat. 

#kdkmp #kdmp #keperasi #prabowo  #trendinghariini",,
